sim_num,team_a_cats,team_b_cats,ties,winner,team_a_FGM,team_a_FGA,team_a_FTM,team_a_FTA,team_a_FG3M,team_a_FG3A,team_a_PTS,team_a_REB,team_a_AST,team_a_STL,team_a_BLK,team_a_TOV,team_a_DD,team_b_FGM,team_b_FGA,team_b_FTM,team_b_FTA,team_b_FG3M,team_b_FG3A,team_b_PTS,team_b_REB,team_b_AST,team_b_STL,team_b_BLK,team_b_TOV,team_b_DD
410,4,7,0,B,175,372,86,142,39,147,499,167,110,23,22,61,6,185,388,81,146,33,118,524,174,156,16,14,47,8
411,5,6,0,B,201,394,92,125,42,144,460,173,97,29,29,51,6,165,330,83,112,32,119,469,189,120,38,8,42,5
412,6,4,1,A,201,422,90,132,36,130,572,184,71,22,23,52,5,211,391,123,183,24,100,477,184,141,24,13,62,7
413,5,6,0,B,174,417,70,101,32,159,503,162,139,42,16,50,7,160,345,74,108,30,115,508,186,133,21,22,46,4
414,4,7,0,B,181,345,98,142,35,140,471,191,82,24,22,49,2,200,379,98,166,36,129,503,170,123,26,17,50,6
415,8,3,0,A,218,417,86,134,35,145,553,182,112,24,24,40,5,205,418,72,131,24,101,563,172,107,35,11,46,6
416,6,5,0,A,189,442,125,161,30,148,510,195,116,25,22,66,4,199,408,69,103,29,117,482,176,112,26,17,58,5
417,8,3,0,A,230,395,103,130,44,161,447,179,89,29,22,62,4,186,427,91,156,34,125,578,161,97,23,18,49,2
418,3,8,0,B,173,439,151,180,40,152,464,162,127,30,23,50,3,257,436,111,171,50,136,517,178,134,25,11,49,5
419,6,4,1,A,161,346,62,93,39,159,491,174,110,32,30,37,5,202,387,67,109,32,126,520,162,134,26,18,40,5
420,4,7,0,B,186,373,80,104,23,145,446,158,132,23,32,51,5,191,368,87,119,31,122,479,167,108,28,11,52,7
421,6,5,0,A,167,354,72,102,27,135,557,157,117,23,19,45,6,189,364,80,118,43,164,611,146,109,25,13,46,2
422,4,7,0,B,188,400,69,112,36,153,526,231,112,26,26,49,5,161,338,72,108,23,94,570,218,145,30,18,50,6
423,5,5,1,TIE,173,401,100,120,35,158,560,194,90,34,33,65,4,192,390,76,114,35,130,438,176,124,32,12,50,7
424,5,6,0,B,168,365,108,135,38,146,521,178,94,30,26,49,5,183,366,94,136,34,118,470,176,120,31,11,37,6
425,5,6,0,B,200,412,110,151,31,137,579,181,90,27,19,48,6,225,442,79,117,43,126,527,161,143,30,17,52,8
426,6,5,0,A,147,346,106,130,31,170,520,183,86,25,28,45,4,183,442,81,113,36,134,456,157,124,47,16,42,3
427,3,6,2,B,140,414,96,126,35,152,489,166,109,29,13,46,6,177,376,82,137,35,114,472,193,117,29,11,41,8
428,6,4,1,A,209,439,102,125,31,118,541,195,98,42,25,43,6,182,337,78,117,42,142,479,177,128,22,8,53,6
429,4,7,0,B,192,388,84,148,39,143,512,133,93,29,27,34,3,213,404,92,158,35,111,479,164,129,33,14,57,7
430,4,6,1,B,175,379,90,111,22,132,584,156,135,33,9,62,6,230,391,81,109,35,134,539,196,133,19,25,49,6
431,5,6,0,B,200,418,127,157,51,169,520,151,91,25,14,54,1,219,432,70,105,35,137,422,175,129,28,7,50,4
432,6,5,0,A,184,409,101,125,47,153,497,178,102,31,33,33,4,177,358,124,187,38,142,512,203,121,21,13,59,6
433,4,6,1,B,197,429,84,126,53,167,513,146,89,40,18,70,2,185,347,112,158,36,114,465,207,124,35,18,49,6
434,3,7,1,B,187,405,95,158,39,157,448,142,101,28,33,35,4,226,405,105,152,38,119,528,173,145,34,9,45,4
435,6,5,0,A,219,409,100,133,43,156,678,160,112,25,14,51,7,190,358,74,115,36,114,483,201,118,36,15,57,6
436,5,6,0,B,171,446,79,133,42,128,534,234,91,24,25,50,7,159,364,88,123,31,109,563,151,161,39,20,48,5
437,4,7,0,B,199,394,100,127,39,147,610,182,74,26,31,47,5,206,368,110,155,40,119,502,140,113,29,13,37,6
438,8,3,0,A,178,386,85,114,39,145,504,175,109,35,26,42,7,195,367,88,136,25,106,532,116,126,15,25,63,5
439,4,6,1,B,163,347,107,142,38,126,496,156,108,16,27,45,4,248,428,108,156,36,118,476,195,139,26,11,45,9
440,5,6,0,B,166,359,118,144,50,152,408,180,104,25,28,45,3,225,397,118,160,43,108,542,187,141,17,19,50,8
441,6,3,2,A,180,378,111,137,31,157,552,175,120,25,20,71,7,157,410,95,129,30,123,488,196,85,25,14,35,7
442,5,6,0,B,209,430,83,115,48,137,583,184,115,35,17,54,5,155,333,91,126,41,114,533,193,141,27,15,48,6
443,8,3,0,A,205,396,96,119,36,146,538,152,110,35,33,62,6,199,422,86,105,23,132,516,183,101,32,22,50,5
444,7,4,0,A,160,371,111,149,34,121,625,193,126,26,22,42,6,172,325,73,125,31,114,500,189,128,32,14,44,10
445,6,5,0,A,221,426,97,133,43,141,499,168,98,24,17,44,4,205,389,88,119,33,125,453,197,118,18,7,55,6
446,2,9,0,B,172,387,91,113,39,164,492,194,119,29,16,49,6,161,354,83,122,42,146,515,200,130,40,14,47,8
447,5,6,0,B,219,446,113,142,33,151,458,213,103,15,33,37,5,211,426,84,121,24,104,497,175,131,31,13,45,8
448,3,8,0,B,150,381,68,112,38,141,529,178,85,45,28,50,1,191,390,105,133,39,120,574,196,105,35,18,69,8
449,7,4,0,A,212,429,87,127,33,143,535,168,113,25,22,53,4,185,379,91,133,24,123,533,177,101,31,10,47,5
450,6,5,0,A,214,430,83,117,45,153,499,186,88,17,32,59,2,193,374,88,128,33,132,453,159,105,20,12,48,3
451,3,8,0,B,173,411,101,160,31,139,583,154,90,35,29,61,3,220,436,105,149,42,119,495,162,118,27,13,53,4
452,6,5,0,A,220,429,83,140,41,143,560,189,106,22,21,49,2,192,357,64,125,27,100,458,191,134,25,16,52,6
453,4,7,0,B,185,379,97,121,33,153,456,196,94,24,25,83,5,196,325,87,122,31,121,566,177,105,25,19,58,8
454,5,6,0,B,145,379,112,140,35,126,472,150,107,32,22,55,3,172,401,105,129,28,104,462,175,114,20,9,53,6
455,4,6,1,B,172,390,91,131,34,148,565,159,90,22,21,44,4,178,342,123,148,28,138,464,165,110,22,12,34,5
456,8,3,0,A,217,432,88,113,53,166,611,165,131,36,20,44,6,161,354,107,140,31,127,510,177,102,30,25,41,5
457,7,4,0,A,198,373,95,132,52,160,557,174,109,39,26,51,4,221,428,99,132,45,150,520,182,107,24,24,43,6
458,7,4,0,A,211,445,111,141,38,146,505,169,127,31,36,45,7,202,401,120,156,31,123,571,184,119,30,17,41,6
459,5,6,0,B,223,427,88,110,48,184,543,143,93,28,27,52,4,218,360,84,120,28,103,457,171,110,31,15,56,5
460,6,5,0,A,207,444,101,147,49,157,519,162,120,30,24,42,6,173,335,97,142,27,94,504,184,131,33,17,32,5
461,5,6,0,B,207,404,75,95,33,147,536,158,98,19,24,48,4,161,322,82,111,29,115,436,187,120,35,13,43,6
462,5,5,1,TIE,243,446,96,138,32,132,569,194,92,33,27,47,4,195,370,115,157,28,103,584,143,123,23,22,41,4
463,7,4,0,A,167,392,97,122,22,136,580,157,120,33,17,38,8,194,412,93,143,40,99,554,172,118,28,16,45,6
464,8,3,0,A,208,469,82,121,49,160,499,157,106,29,33,52,3,189,433,92,144,24,111,528,156,125,24,13,53,6
465,6,5,0,A,167,374,101,134,30,139,523,199,117,35,23,50,8,200,387,77,104,33,125,465,171,141,20,18,41,3
466,3,8,0,B,188,449,103,131,25,151,524,155,101,29,32,54,2,183,336,103,140,31,116,538,176,118,17,21,42,4
467,4,7,0,B,179,386,79,113,33,156,569,196,102,31,24,59,4,199,377,89,133,38,123,460,154,143,37,17,45,5
