FGA,FTA,FG3A,FGM,FTM,FG3M,PTS,REB,AST,STL,BLK,TOV,DD,sim_num,game_num,player_name
14,1,2,8,0,0,16,3,4,1,0,2,0,245,1,Amen Thompson
16,5,2,7,4,0,13,7,5,1,0,3,0,245,2,Amen Thompson
8,2,9,4,1,3,20,7,1,0,0,1,0,245,0,Trey Murphy III
17,4,4,7,1,1,10,5,2,1,0,2,0,245,1,Trey Murphy III
15,1,6,11,0,2,17,7,2,0,1,0,0,245,2,Trey Murphy III
2,1,1,1,0,0,3,5,3,0,0,0,0,245,0,Dyson Daniels
3,1,1,0,0,0,3,1,5,0,0,2,0,245,1,Dyson Daniels
5,1,2,3,0,0,4,4,3,1,0,0,0,245,2,Dyson Daniels
6,3,6,4,2,2,18,3,4,0,2,1,0,245,0,Norman Powell
13,6,9,7,6,4,22,5,1,1,1,5,0,245,1,Norman Powell
14,3,5,6,2,2,21,2,3,1,0,1,0,245,2,Norman Powell
15,2,6,7,1,2,12,6,2,1,0,2,0,245,0,Immanuel Quickley
14,3,6,9,3,1,20,5,6,1,0,3,0,245,1,Immanuel Quickley
9,4,2,3,1,1,17,3,9,0,0,2,0,245,2,Immanuel Quickley
12,3,3,8,1,2,7,5,2,0,0,1,0,245,0,Toumani Camara
9,1,5,3,1,1,7,2,0,1,1,1,0,245,1,Toumani Camara
3,1,5,0,1,0,8,12,3,0,0,4,0,245,2,Toumani Camara
16,1,4,9,0,2,21,7,4,1,1,2,0,245,0,Jabari Smith Jr.
6,1,4,5,1,0,16,8,1,0,0,0,0,245,1,Jabari Smith Jr.
12,3,5,5,1,2,16,6,0,1,1,0,0,245,2,Jabari Smith Jr.
9,1,4,3,0,2,13,3,1,1,1,1,0,245,0,Kyshawn George
3,1,4,1,0,1,10,4,3,1,1,0,0,245,1,Kyshawn George
7,1,2,2,1,1,6,2,0,1,0,1,0,245,2,Kyshawn George
8,4,2,6,3,2,19,7,4,0,0,1,0,245,0,Rui Hachimura
11,2,6,4,1,1,11,4,1,2,0,1,0,245,1,Rui Hachimura
11,1,2,5,0,2,13,3,0,0,0,2,0,245,2,Rui Hachimura
4,1,1,2,1,0,8,3,0,0,0,2,0,245,0,Moussa Diabate
3,2,1,3,2,0,9,9,0,1,0,1,0,245,1,Moussa Diabate
2,1,1,2,0,0,4,6,0,0,0,2,0,245,2,Moussa Diabate
9,3,1,5,3,1,14,3,4,1,0,0,0,246,0,Amen Thompson
17,3,4,11,2,0,7,3,5,2,1,5,0,246,1,Amen Thompson
11,3,1,6,1,0,12,9,4,2,1,2,0,246,2,Amen Thompson
15,3,4,6,2,1,12,5,0,0,0,1,0,246,0,Trey Murphy III
18,3,5,9,3,2,12,6,1,1,0,1,0,246,1,Trey Murphy III
13,4,5,8,1,1,11,3,3,0,0,1,0,246,2,Trey Murphy III
5,1,3,0,0,0,8,2,1,2,0,1,0,246,0,Dyson Daniels
5,1,1,1,0,0,1,5,1,0,0,1,0,246,1,Dyson Daniels
4,1,1,1,0,0,10,1,2,1,1,2,0,246,2,Dyson Daniels
10,4,8,7,3,1,20,3,4,3,1,3,0,246,0,Norman Powell
13,3,5,7,2,2,15,4,3,0,1,3,0,246,1,Norman Powell
17,3,5,3,3,2,20,1,2,1,1,0,0,246,2,Norman Powell
12,4,8,5,4,2,20,3,6,0,0,3,0,246,0,Immanuel Quickley
10,3,4,7,2,1,13,4,7,2,0,2,0,246,1,Immanuel Quickley
18,4,5,11,4,1,14,4,4,1,0,0,0,246,2,Immanuel Quickley
6,2,4,2,2,1,13,8,5,0,0,2,0,246,0,Toumani Camara
9,2,6,1,1,1,6,9,4,0,0,0,0,246,1,Toumani Camara
3,1,1,1,1,0,5,6,4,1,0,2,0,246,2,Toumani Camara
11,1,6,7,0,2,11,10,0,1,1,0,1,246,0,Jabari Smith Jr.
12,2,1,6,2,0,16,8,2,1,1,0,0,246,1,Jabari Smith Jr.
13,3,1,4,0,0,13,5,0,0,1,3,0,246,2,Jabari Smith Jr.
9,1,6,3,0,1,6,6,1,1,0,4,0,246,0,Kyshawn George
6,4,3,1,3,1,10,3,0,2,0,3,0,246,1,Kyshawn George
7,2,4,3,2,1,8,8,5,0,1,2,0,246,2,Kyshawn George
5,2,3,3,1,3,10,8,0,0,0,3,0,246,0,Rui Hachimura
8,3,2,1,1,1,14,5,1,1,0,0,0,246,1,Rui Hachimura
10,3,2,3,1,0,8,4,0,0,0,0,0,246,2,Rui Hachimura
6,1,1,2,0,0,3,4,0,0,2,1,0,246,0,Moussa Diabate
7,1,1,3,1,0,4,5,0,2,1,1,0,246,1,Moussa Diabate
1,1,1,0,1,0,8,6,1,1,0,0,0,246,2,Moussa Diabate
12,2,1,5,1,0,20,7,3,2,1,4,0,247,0,Amen Thompson
5,3,1,3,2,0,16,2,2,0,2,3,0,247,1,Amen Thompson
12,3,2,8,3,0,15,13,7,1,0,3,1,247,2,Amen Thompson
12,3,6,5,3,2,10,5,2,0,0,0,0,247,0,Trey Murphy III
15,1,7,8,1,2,13,4,3,1,0,0,0,247,1,Trey Murphy III
8,2,5,3,1,2,21,4,3,1,0,1,0,247,2,Trey Murphy III
2,1,1,1,1,0,5,4,3,0,0,1,0,247,0,Dyson Daniels
2,1,1,1,0,0,3,4,4,1,0,2,0,247,1,Dyson Daniels
4,1,1,0,0,0,6,3,4,1,0,3,0,247,2,Dyson Daniels
18,3,6,10,3,1,24,6,5,1,2,2,0,247,0,Norman Powell
27,3,5,10,1,3,21,7,2,0,1,3,0,247,1,Norman Powell
15,12,9,7,9,3,24,3,2,1,0,3,0,247,2,Norman Powell
11,3,7,3,1,3,10,3,4,0,0,1,0,247,0,Immanuel Quickley
12,3,3,4,2,2,16,2,3,0,0,1,0,247,1,Immanuel Quickley
13,5,15,6,1,2,7,2,5,0,0,2,0,247,2,Immanuel Quickley
5,3,4,4,1,0,8,6,2,0,0,2,0,247,0,Toumani Camara
9,2,2,3,1,1,10,4,0,0,0,3,0,247,1,Toumani Camara
7,3,2,3,1,1,10,8,4,0,0,0,0,247,2,Toumani Camara
17,2,6,8,0,3,17,10,0,1,0,1,1,247,0,Jabari Smith Jr.
8,5,8,4,2,4,9,11,2,0,1,3,0,247,1,Jabari Smith Jr.
15,2,3,6,1,2,13,5,0,0,2,1,0,247,2,Jabari Smith Jr.
8,1,4,5,1,1,10,2,3,1,2,1,0,247,0,Kyshawn George
8,1,11,4,0,2,11,3,2,1,1,2,0,247,1,Kyshawn George
9,1,6,1,0,1,11,4,5,1,2,3,0,247,2,Kyshawn George
7,1,6,4,0,4,9,6,3,1,1,3,0,247,0,Rui Hachimura
9,1,1,2,0,0,12,7,0,0,0,0,0,247,1,Rui Hachimura
13,2,4,6,0,3,11,5,4,0,0,1,0,247,2,Rui Hachimura
4,2,1,2,1,0,7,2,0,0,1,1,0,247,0,Moussa Diabate
3,3,1,3,1,0,9,9,0,1,0,2,0,247,1,Moussa Diabate
6,2,1,2,0,0,5,5,0,1,1,1,0,247,2,Moussa Diabate
8,2,8,6,1,1,10,7,3,0,0,5,0,248,0,Amen Thompson
5,3,2,2,2,0,11,3,1,0,1,1,0,248,1,Amen Thompson
12,2,2,7,1,1,9,3,1,3,0,1,0,248,2,Amen Thompson
12,1,1,5,0,0,15,5,1,0,1,1,0,248,0,Trey Murphy III
8,2,11,2,2,2,8,10,1,0,0,2,0,248,1,Trey Murphy III
5,1,9,2,1,2,11,5,0,1,0,2,0,248,2,Trey Murphy III
2,1,1,1,0,0,4,3,1,1,0,1,0,248,0,Dyson Daniels
7,1,1,2,0,0,5,2,1,3,0,1,0,248,1,Dyson Daniels
2,1,3,0,0,0,5,5,0,1,0,2,0,248,2,Dyson Daniels
16,9,5,10,5,5,21,7,3,1,3,2,0,248,0,Norman Powell
9,7,6,4,3,2,13,4,2,0,1,1,0,248,1,Norman Powell
18,8,11,9,7,5,23,2,4,1,0,2,0,248,2,Norman Powell
7,1,5,4,1,2,14,3,6,1,0,2,0,248,0,Immanuel Quickley
12,3,8,5,3,4,11,4,5,0,0,4,0,248,1,Immanuel Quickley
12,3,3,5,1,0,6,2,2,1,0,2,0,248,2,Immanuel Quickley
2,2,6,2,2,0,7,4,4,1,0,0,0,248,0,Toumani Camara
8,4,5,3,3,3,11,8,5,0,0,1,0,248,1,Toumani Camara
12,1,1,3,0,0,7,5,2,2,0,0,0,248,2,Toumani Camara
10,1,3,3,1,1,16,8,3,2,4,1,0,248,0,Jabari Smith Jr.
8,1,2,3,1,0,13,7,3,2,0,0,0,248,1,Jabari Smith Jr.
8,1,4,3,1,0,16,5,0,0,0,0,0,248,2,Jabari Smith Jr.
6,3,7,3,1,1,5,3,2,0,0,1,0,248,0,Kyshawn George
6,2,2,0,0,0,10,5,0,0,1,1,0,248,1,Kyshawn George
8,2,4,1,1,0,11,6,2,3,0,1,0,248,2,Kyshawn George
11,1,10,7,0,5,13,3,3,2,0,1,0,248,0,Rui Hachimura
4,2,4,0,1,0,16,8,0,1,0,0,0,248,1,Rui Hachimura
8,4,5,4,1,2,17,4,2,3,0,3,0,248,2,Rui Hachimura
2,2,1,2,0,0,4,2,0,0,2,1,0,248,0,Moussa Diabate
2,3,1,1,1,0,8,2,0,0,1,0,0,248,1,Moussa Diabate
4,1,1,1,0,0,8,4,0,0,0,0,0,248,2,Moussa Diabate
14,3,4,8,1,0,9,3,3,2,0,1,0,249,0,Amen Thompson
10,5,3,7,4,0,16,7,2,1,0,2,0,249,1,Amen Thompson
9,1,1,6,1,0,11,7,3,0,0,2,0,249,2,Amen Thompson
10,3,7,6,2,3,7,1,2,1,1,0,0,249,0,Trey Murphy III
20,2,7,11,1,4,13,3,4,2,1,0,0,249,1,Trey Murphy III
6,3,7,4,3,4,6,1,2,0,1,1,0,249,2,Trey Murphy III
4,1,3,1,0,0,6,0,4,1,1,5,0,249,0,Dyson Daniels
1,1,3,0,0,0,4,4,2,3,0,0,0,249,1,Dyson Daniels
6,1,1,2,1,0,3,4,3,2,1,4,0,249,2,Dyson Daniels
11,8,8,6,6,2,17,7,3,1,1,2,0,249,0,Norman Powell
15,6,11,11,5,4,24,4,2,1,1,1,0,249,1,Norman Powell
8,4,7,1,3,1,25,2,1,0,0,1,0,249,2,Norman Powell
9,5,14,2,5,2,15,5,6,0,0,1,0,249,0,Immanuel Quickley
17,1,8,8,1,1,8,2,3,0,0,1,0,249,1,Immanuel Quickley
13,4,8,4,3,2,15,1,4,1,0,1,0,249,2,Immanuel Quickley
9,1,4,2,0,2,8,3,0,2,1,1,0,249,0,Toumani Camara
5,2,3,2,2,1,13,12,2,0,0,0,1,249,1,Toumani Camara
14,1,4,8,0,0,3,7,5,0,0,1,0,249,2,Toumani Camara
7,3,3,3,1,0,8,10,1,3,0,2,0,249,0,Jabari Smith Jr.
14,6,3,5,1,0,15,4,0,0,0,0,0,249,1,Jabari Smith Jr.
11,1,7,4,0,1,19,9,2,0,2,0,0,249,2,Jabari Smith Jr.
11,2,3,5,0,1,10,2,4,1,0,1,0,249,0,Kyshawn George
5,2,5,0,1,0,9,3,0,0,0,0,0,249,1,Kyshawn George
6,1,9,0,1,0,10,5,2,1,2,3,0,249,2,Kyshawn George
10,3,4,4,0,2,10,4,1,0,0,2,0,249,0,Rui Hachimura
5,4,4,3,1,2,17,3,2,0,0,0,0,249,1,Rui Hachimura
13,2,3,4,2,2,7,11,1,0,1,1,0,249,2,Rui Hachimura
5,1,1,3,0,0,7,4,0,2,0,2,0,249,0,Moussa Diabate
3,2,1,2,1,0,9,6,0,1,1,1,0,249,1,Moussa Diabate
5,3,1,1,1,0,6,7,1,0,0,1,0,249,2,Moussa Diabate
10,1,1,4,1,0,14,7,4,0,1,2,0,250,0,Amen Thompson
6,4,6,3,1,1,13,9,4,1,1,1,0,250,1,Amen Thompson
11,2,2,6,2,0,19,4,3,1,2,5,0,250,2,Amen Thompson
12,2,6,3,2,2,13,8,4,0,0,0,0,250,0,Trey Murphy III
8,1,1,3,0,1,10,9,4,1,0,1,0,250,1,Trey Murphy III
9,1,9,6,1,2,12,7,1,0,0,0,0,250,2,Trey Murphy III
7,2,3,5,1,2,2,2,3,1,0,4,0,250,0,Dyson Daniels
6,1,1,4,0,0,7,6,2,3,0,4,0,250,1,Dyson Daniels
4,1,3,2,0,1,3,4,3,1,1,1,0,250,2,Dyson Daniels
12,5,8,6,4,3,18,8,1,1,0,1,0,250,0,Norman Powell
13,2,7,6,1,4,16,5,2,1,0,1,0,250,1,Norman Powell
20,3,3,13,1,1,13,4,1,1,0,2,0,250,2,Norman Powell
14,4,7,9,2,2,13,3,4,0,0,0,0,250,0,Immanuel Quickley
5,2,12,3,2,1,11,4,7,0,0,1,0,250,1,Immanuel Quickley
16,1,9,5,1,3,13,2,6,0,0,3,0,250,2,Immanuel Quickley
6,1,4,2,0,1,11,5,1,1,0,1,0,250,0,Toumani Camara
7,3,3,3,1,0,10,3,0,0,0,2,0,250,1,Toumani Camara
7,1,7,4,1,4,11,6,3,1,1,0,0,250,2,Toumani Camara
12,2,8,6,1,2,17,8,1,1,0,1,0,250,0,Jabari Smith Jr.
5,2,5,2,1,2,18,8,0,1,2,2,0,250,1,Jabari Smith Jr.
12,1,4,7,0,0,17,4,1,0,1,1,0,250,2,Jabari Smith Jr.
6,1,1,6,1,0,11,3,3,1,1,0,0,250,0,Kyshawn George
8,3,3,3,0,3,10,4,1,0,1,1,0,250,1,Kyshawn George
6,2,7,2,1,2,12,2,3,1,1,1,0,250,2,Kyshawn George
10,3,1,5,0,0,12,6,0,1,0,0,0,250,0,Rui Hachimura
5,1,4,4,0,1,9,6,1,0,0,0,0,250,1,Rui Hachimura
5,2,2,2,0,0,6,6,1,1,0,0,0,250,2,Rui Hachimura
3,3,1,2,2,0,6,6,0,1,0,0,0,250,0,Moussa Diabate
6,1,1,3,0,0,6,5,0,0,0,0,0,250,1,Moussa Diabate
2,1,1,2,1,0,7,3,0,0,2,0,0,250,2,Moussa Diabate
13,2,3,5,1,1,13,5,2,1,0,1,0,251,0,Amen Thompson
12,1,3,8,1,1,7,3,5,2,0,4,0,251,1,Amen Thompson
14,2,6,8,1,0,8,6,2,1,0,1,0,251,2,Amen Thompson
17,1,9,6,1,5,5,3,0,0,0,0,0,251,0,Trey Murphy III
15,2,3,6,1,1,20,8,4,1,0,0,0,251,1,Trey Murphy III
9,3,4,2,3,1,11,4,2,0,1,2,0,251,2,Trey Murphy III
4,1,1,1,0,0,2,0,0,1,0,0,0,251,0,Dyson Daniels
4,1,5,1,0,1,6,2,2,0,0,3,0,251,1,Dyson Daniels
3,1,3,2,0,2,4,3,3,1,0,0,0,251,2,Dyson Daniels
20,3,2,10,2,0,23,4,7,1,2,3,0,251,0,Norman Powell
16,4,3,7,4,2,20,4,2,2,0,3,0,251,1,Norman Powell
15,8,5,6,6,3,21,4,3,0,0,0,0,251,2,Norman Powell
12,3,2,4,2,0,13,4,7,3,1,4,0,251,0,Immanuel Quickley
8,1,3,3,1,1,17,4,2,1,0,3,0,251,1,Immanuel Quickley
12,1,6,2,1,2,16,5,10,0,0,1,1,251,2,Immanuel Quickley
10,1,1,4,1,0,4,3,4,0,1,1,0,251,0,Toumani Camara
8,1,3,1,0,1,7,3,4,0,0,2,0,251,1,Toumani Camara
8,2,1,3,2,0,7,5,3,1,0,1,0,251,2,Toumani Camara
13,1,2,5,0,2,14,9,1,2,0,2,0,251,0,Jabari Smith Jr.
17,1,4,6,1,1,14,9,0,1,0,1,0,251,1,Jabari Smith Jr.
10,1,3,7,0,1,13,6,0,1,0,1,0,251,2,Jabari Smith Jr.
6,1,8,4,0,3,2,5,2,0,0,3,0,251,0,Kyshawn George
15,1,4,6,1,0,8,6,2,0,1,3,0,251,1,Kyshawn George
4,1,5,4,0,1,11,1,2,3,0,2,0,251,2,Kyshawn George
11,1,3,5,1,1,8,5,0,0,0,1,0,251,0,Rui Hachimura
16,1,4,7,0,1,15,3,1,0,0,1,0,251,1,Rui Hachimura
11,2,4,4,0,1,15,8,1,0,0,2,0,251,2,Rui Hachimura
4,2,1,2,1,0,7,4,0,2,0,0,0,251,0,Moussa Diabate
2,2,1,2,0,0,11,7,0,0,0,0,0,251,1,Moussa Diabate
7,2,1,6,1,0,9,7,0,0,1,0,0,251,2,Moussa Diabate
14,2,6,7,1,0,8,2,5,2,1,0,0,252,0,Amen Thompson
4,1,4,3,0,0,14,4,3,0,0,1,0,252,1,Amen Thompson
6,3,2,3,3,0,13,8,2,1,1,1,0,252,2,Amen Thompson
9,3,4,3,3,0,11,1,5,1,1,2,0,252,0,Trey Murphy III
6,1,5,1,0,1,21,4,5,2,0,2,0,252,1,Trey Murphy III
14,1,7,2,1,2,17,6,3,0,0,1,0,252,2,Trey Murphy III
4,1,1,1,0,0,6,4,1,1,0,4,0,252,0,Dyson Daniels
6,1,2,2,0,0,3,3,3,0,0,2,0,252,1,Dyson Daniels
1,1,2,1,0,0,3,2,5,0,0,2,0,252,2,Dyson Daniels
10,7,8,6,5,5,17,7,6,0,2,4,0,252,0,Norman Powell
18,5,6,7,5,3,15,6,0,2,1,1,0,252,1,Norman Powell
12,3,5,4,3,2,32,5,4,0,1,3,0,252,2,Norman Powell
8,1,9,5,1,2,11,3,2,1,0,2,0,252,0,Immanuel Quickley
20,1,4,13,0,0,9,3,6,1,0,1,0,252,1,Immanuel Quickley
9,3,7,4,2,3,17,4,6,1,0,1,0,252,2,Immanuel Quickley
10,2,1,1,2,1,5,10,3,3,1,0,0,252,0,Toumani Camara
7,1,4,3,1,2,8,6,3,0,1,1,0,252,1,Toumani Camara
6,2,5,3,0,3,3,6,3,0,0,1,0,252,2,Toumani Camara
10,4,5,4,3,1,19,2,0,0,0,0,0,252,0,Jabari Smith Jr.
10,1,5,5,0,1,14,15,0,0,0,0,1,252,1,Jabari Smith Jr.
14,2,5,5,0,0,14,10,1,2,0,0,1,252,2,Jabari Smith Jr.
11,1,7,3,0,3,5,3,4,2,0,2,0,252,0,Kyshawn George
10,1,6,4,1,3,11,6,5,0,1,0,0,252,1,Kyshawn George
5,2,6,3,0,1,8,4,6,1,0,2,0,252,2,Kyshawn George
10,4,3,4,3,2,6,1,3,0,0,1,0,252,0,Rui Hachimura
10,1,3,4,0,1,12,3,4,0,0,3,0,252,1,Rui Hachimura
8,3,1,3,1,0,13,7,3,0,0,2,0,252,2,Rui Hachimura
2,2,1,0,2,0,3,5,0,1,1,0,0,252,0,Moussa Diabate
1,5,1,1,4,0,8,1,0,0,0,0,0,252,1,Moussa Diabate
2,1,1,0,1,0,3,5,0,1,0,3,0,252,2,Moussa Diabate
13,5,1,5,4,0,7,3,1,1,3,4,0,253,0,Amen Thompson
8,4,3,3,2,0,6,3,1,1,0,2,0,253,1,Amen Thompson
11,5,3,4,4,0,6,5,7,0,0,3,0,253,2,Amen Thompson
17,1,5,8,1,2,10,5,1,0,0,1,0,253,0,Trey Murphy III
11,2,4,4,1,1,8,1,4,1,1,1,0,253,1,Trey Murphy III
12,2,5,8,2,1,12,4,1,0,0,0,0,253,2,Trey Murphy III
2,1,1,0,0,0,5,4,0,1,0,2,0,253,0,Dyson Daniels
6,1,2,2,0,0,4,2,2,2,0,1,0,253,1,Dyson Daniels
2,1,1,0,0,0,6,5,1,2,0,2,0,253,2,Dyson Daniels
15,2,5,7,2,0,24,6,1,1,1,1,0,253,0,Norman Powell
15,7,5,8,6,2,26,6,3,0,0,3,0,253,1,Norman Powell
13,7,6,7,6,3,21,8,4,0,1,3,0,253,2,Norman Powell
9,5,3,2,4,0,14,4,2,2,0,1,0,253,0,Immanuel Quickley
9,2,7,3,2,3,16,7,6,2,0,0,0,253,1,Immanuel Quickley
17,2,8,6,2,1,8,6,6,1,0,3,0,253,2,Immanuel Quickley
6,1,2,4,1,2,11,3,1,0,0,0,0,253,0,Toumani Camara
10,1,3,4,1,1,11,4,0,1,1,0,0,253,1,Toumani Camara
5,2,1,1,1,0,8,7,2,0,1,0,0,253,2,Toumani Camara
20,3,5,10,2,0,16,7,3,0,0,0,0,253,0,Jabari Smith Jr.
12,1,1,6,0,1,12,7,1,0,0,1,0,253,1,Jabari Smith Jr.
13,1,7,7,1,2,22,6,0,1,0,3,0,253,2,Jabari Smith Jr.
8,2,6,2,1,2,10,5,2,2,0,1,0,253,0,Kyshawn George
10,2,3,4,0,1,7,3,0,1,1,2,0,253,1,Kyshawn George
9,3,5,3,0,2,8,2,1,1,0,1,0,253,2,Kyshawn George
15,1,4,8,1,3,13,3,3,1,0,1,0,253,0,Rui Hachimura
9,2,2,5,2,0,18,8,1,1,0,1,0,253,1,Rui Hachimura
6,4,6,3,2,3,9,7,3,0,0,1,0,253,2,Rui Hachimura
4,2,1,1,1,0,11,10,0,0,1,0,1,253,0,Moussa Diabate
2,2,1,1,1,0,8,5,0,0,1,1,0,253,1,Moussa Diabate
2,5,1,1,1,0,5,4,0,1,0,1,0,253,2,Moussa Diabate
6,4,2,2,3,0,17,8,2,2,2,1,0,254,0,Amen Thompson
9,5,1,3,4,0,13,7,5,2,1,4,0,254,1,Amen Thompson
11,1,5,3,0,0,15,6,3,1,0,3,0,254,2,Amen Thompson
7,1,5,3,1,1,11,5,3,0,0,2,0,254,0,Trey Murphy III
11,2,3,4,1,1,9,6,0,0,1,1,0,254,1,Trey Murphy III
18,3,5,4,0,0,6,5,2,0,0,2,0,254,2,Trey Murphy III
5,1,3,2,0,1,7,3,2,1,0,2,0,254,0,Dyson Daniels
3,1,3,0,0,0,3,3,1,0,0,3,0,254,1,Dyson Daniels
7,1,2,3,1,0,3,3,1,2,1,3,0,254,2,Dyson Daniels
14,10,6,7,6,5,23,1,2,0,0,5,0,254,0,Norman Powell
12,7,7,4,5,0,26,5,1,1,0,1,0,254,1,Norman Powell
12,5,13,7,4,4,27,6,4,1,1,3,0,254,2,Norman Powell
7,3,4,1,2,0,15,3,1,2,0,1,0,254,0,Immanuel Quickley
12,1,7,5,0,2,14,3,2,1,1,3,0,254,1,Immanuel Quickley
11,3,8,4,3,2,15,5,8,1,0,1,0,254,2,Immanuel Quickley
10,1,4,4,1,1,4,6,5,0,0,2,0,254,0,Toumani Camara
9,2,3,5,1,0,6,8,4,1,0,0,0,254,1,Toumani Camara
7,1,3,3,0,0,5,4,3,0,0,0,0,254,2,Toumani Camara
8,1,6,5,0,2,9,7,1,1,0,1,0,254,0,Jabari Smith Jr.
10,1,5,6,0,3,10,9,0,0,0,0,0,254,1,Jabari Smith Jr.
12,1,6,6,0,0,11,8,1,1,2,1,0,254,2,Jabari Smith Jr.
9,1,4,6,0,1,5,2,2,0,0,0,0,254,0,Kyshawn George
10,1,4,3,1,1,13,6,4,0,0,2,0,254,1,Kyshawn George
8,2,6,4,2,2,8,8,2,2,2,2,0,254,2,Kyshawn George
9,1,4,5,0,1,15,4,2,0,0,1,0,254,0,Rui Hachimura
6,4,6,2,1,2,9,6,0,1,0,0,0,254,1,Rui Hachimura
7,1,4,3,1,2,7,9,3,0,0,0,0,254,2,Rui Hachimura
3,5,1,3,2,0,7,3,1,0,1,2,0,254,0,Moussa Diabate
3,1,1,2,0,0,10,3,0,0,0,1,0,254,1,Moussa Diabate
6,1,1,4,0,0,1,4,1,1,0,1,0,254,2,Moussa Diabate
9,2,4,5,2,1,5,5,2,1,0,2,0,255,0,Amen Thompson
13,1,4,9,1,0,11,6,7,2,1,2,0,255,1,Amen Thompson
15,1,4,8,0,1,12,7,1,0,0,1,0,255,2,Amen Thompson
14,2,6,6,1,1,14,5,1,1,0,1,0,255,0,Trey Murphy III
9,7,6,6,4,1,16,2,1,1,0,0,0,255,1,Trey Murphy III
5,1,4,3,0,0,13,4,1,0,0,1,0,255,2,Trey Murphy III
1,1,1,0,0,0,10,6,3,2,0,3,0,255,0,Dyson Daniels
2,1,2,0,0,0,4,1,4,2,0,3,0,255,1,Dyson Daniels
2,1,3,1,0,0,3,5,1,0,0,1,0,255,2,Dyson Daniels
9,6,4,5,6,2,12,3,5,0,2,2,0,255,0,Norman Powell
18,4,4,10,3,2,21,5,2,1,1,2,0,255,1,Norman Powell
16,4,3,9,3,3,15,5,5,0,0,3,0,255,2,Norman Powell
12,2,5,6,2,2,13,1,7,0,0,0,0,255,0,Immanuel Quickley
12,2,8,3,1,3,4,5,5,0,0,0,0,255,1,Immanuel Quickley
9,3,6,3,2,1,12,3,6,1,0,1,0,255,2,Immanuel Quickley
6,1,5,3,1,3,9,8,2,1,0,0,0,255,0,Toumani Camara
8,1,4,3,1,1,6,6,3,1,1,0,0,255,1,Toumani Camara
8,1,4,4,1,1,11,4,4,1,0,0,0,255,2,Toumani Camara
9,4,3,6,2,1,11,7,0,1,0,1,0,255,0,Jabari Smith Jr.
12,2,5,4,1,0,14,8,1,1,0,2,0,255,1,Jabari Smith Jr.
17,1,2,6,1,0,9,3,0,1,0,0,0,255,2,Jabari Smith Jr.
6,1,3,2,0,0,9,6,2,0,3,2,0,255,0,Kyshawn George
9,2,6,2,0,2,9,5,4,0,0,1,0,255,1,Kyshawn George
8,3,5,2,2,2,7,5,2,0,2,2,0,255,2,Kyshawn George
9,4,2,3,2,0,17,1,5,0,0,1,0,255,0,Rui Hachimura
9,2,5,7,1,1,6,4,3,0,0,0,0,255,1,Rui Hachimura
10,3,5,5,1,1,13,6,4,0,0,0,0,255,2,Rui Hachimura
2,4,1,1,3,0,9,6,0,0,2,0,0,255,0,Moussa Diabate
4,2,1,2,0,0,8,4,1,1,0,1,0,255,1,Moussa Diabate
4,1,1,3,0,0,4,6,0,0,0,1,0,255,2,Moussa Diabate
11,1,4,8,1,0,11,5,3,1,0,2,0,256,0,Amen Thompson
15,2,3,9,2,0,10,8,6,2,1,2,0,256,1,Amen Thompson
12,1,3,4,0,0,7,6,1,2,1,1,0,256,2,Amen Thompson
6,3,9,1,3,1,7,3,1,1,1,0,0,256,0,Trey Murphy III
15,4,5,8,2,2,7,3,1,0,0,2,0,256,1,Trey Murphy III
9,1,5,3,1,2,10,5,1,0,0,1,0,256,2,Trey Murphy III
8,1,1,3,0,0,4,2,3,1,0,3,0,256,0,Dyson Daniels
7,1,1,2,0,0,2,1,3,1,1,3,0,256,1,Dyson Daniels
6,2,1,2,0,0,3,2,2,7,0,2,0,256,2,Dyson Daniels
19,6,7,7,6,3,24,8,3,2,1,3,0,256,0,Norman Powell
14,6,5,6,4,4,19,5,6,1,0,4,0,256,1,Norman Powell
12,5,10,4,3,4,18,6,4,3,1,2,0,256,2,Norman Powell
12,3,3,5,1,1,11,2,2,0,0,2,0,256,0,Immanuel Quickley
14,6,5,6,4,2,7,2,7,2,1,2,0,256,1,Immanuel Quickley
14,1,6,7,1,0,10,2,9,0,0,5,0,256,2,Immanuel Quickley
4,1,2,4,0,1,8,5,3,1,2,1,0,256,0,Toumani Camara
9,1,5,3,1,1,10,4,1,2,0,0,0,256,1,Toumani Camara
5,2,3,2,2,1,5,6,6,0,0,2,0,256,2,Toumani Camara
18,1,5,9,0,1,13,7,2,1,0,3,0,256,0,Jabari Smith Jr.
11,1,6,5,0,1,14,6,0,1,1,0,0,256,1,Jabari Smith Jr.
9,1,5,5,1,3,11,9,0,2,0,4,0,256,2,Jabari Smith Jr.
9,2,5,3,2,2,12,2,0,0,0,2,0,256,0,Kyshawn George
7,2,4,3,0,0,10,6,5,0,0,2,0,256,1,Kyshawn George
14,3,5,7,1,2,8,6,3,3,1,1,0,256,2,Kyshawn George
11,1,4,4,0,1,8,1,5,0,0,0,0,256,0,Rui Hachimura
7,2,4,4,0,2,9,3,3,0,1,0,0,256,1,Rui Hachimura
11,2,3,4,0,1,12,6,1,0,0,1,0,256,2,Rui Hachimura
2,4,1,0,4,0,8,3,1,1,0,1,0,256,0,Moussa Diabate
9,4,1,2,4,0,2,3,0,1,0,3,0,256,1,Moussa Diabate
