FGA,FTA,FG3A,FGM,FTM,FG3M,PTS,REB,AST,STL,BLK,TOV,DD,sim_num,game_num,player_name
11,4,4,6,3,1,22,8,8,0,2,1,0,186,1,Kawhi Leonard
9,1,3,2,1,0,18,3,5,2,1,0,0,186,2,Kawhi Leonard
10,4,4,5,1,0,4,4,2,0,0,0,0,186,0,Payton Pritchard
11,2,5,5,2,1,11,2,6,0,0,1,0,186,1,Payton Pritchard
10,2,5,3,1,2,8,0,1,3,0,2,0,186,2,Payton Pritchard
10,2,1,6,1,0,8,12,2,1,2,3,0,186,0,Deandre Ayton
14,1,1,8,0,0,15,11,0,0,0,3,1,186,1,Deandre Ayton
14,2,1,10,0,0,16,11,0,1,0,3,1,186,2,Deandre Ayton
11,3,5,8,1,0,16,3,3,0,0,1,0,186,0,Devin Vassell
15,3,6,5,0,1,15,2,3,0,0,0,0,186,1,Devin Vassell
14,1,5,8,1,2,14,5,4,1,0,0,0,186,2,Devin Vassell
2,2,1,0,2,0,4,5,3,0,0,1,0,186,0,Dereck Lively II
3,4,1,1,2,1,6,3,3,0,0,4,0,186,1,Dereck Lively II
4,1,1,1,1,1,8,6,3,1,0,0,0,186,2,Dereck Lively II
10,8,1,6,7,0,11,8,0,1,4,1,0,186,0,Wendell Carter Jr.
6,9,1,1,7,0,12,12,2,0,1,1,1,186,1,Wendell Carter Jr.
7,4,1,4,2,0,17,9,0,0,1,1,0,186,2,Wendell Carter Jr.
5,1,1,3,1,0,0,1,3,1,0,1,0,186,0,Ajay Mitchell
6,1,3,4,1,0,5,1,2,1,0,0,0,186,1,Ajay Mitchell
5,1,2,4,1,1,6,2,2,2,0,1,0,186,2,Ajay Mitchell
9,3,11,4,2,4,18,3,4,0,0,3,0,186,0,Tim Hardaway Jr.
19,1,5,8,1,2,17,1,5,0,0,1,0,186,1,Tim Hardaway Jr.
15,2,7,8,1,2,17,1,3,1,0,1,0,186,2,Tim Hardaway Jr.
16,4,11,10,3,6,31,2,2,1,3,2,0,187,0,Stephen Curry
15,7,11,6,7,6,21,5,7,2,1,3,0,187,1,Stephen Curry
12,5,8,9,3,3,26,1,7,4,2,2,0,187,2,Stephen Curry
11,1,1,6,1,0,11,10,2,0,0,0,1,187,0,Ivica Zubac
6,1,1,4,1,0,19,8,2,0,1,0,0,187,1,Ivica Zubac
11,2,1,10,1,0,10,7,4,0,0,3,0,187,2,Ivica Zubac
11,3,2,3,3,1,23,11,4,0,1,3,1,187,0,Cooper Flagg
9,6,2,4,4,1,16,5,2,1,1,2,0,187,1,Cooper Flagg
8,2,5,4,2,0,18,4,1,0,2,2,0,187,2,Cooper Flagg
9,7,4,2,4,1,11,6,8,1,0,1,0,187,0,Austin Reaves
9,6,2,4,3,0,22,6,4,0,0,4,0,187,1,Austin Reaves
12,9,4,5,6,0,13,1,2,0,0,3,0,187,2,Austin Reaves
11,4,1,5,4,1,13,6,2,1,2,2,0,187,0,Kawhi Leonard
16,2,7,6,1,3,20,5,1,2,0,2,0,187,1,Kawhi Leonard
14,1,1,10,1,0,24,5,3,1,0,1,0,187,2,Kawhi Leonard
9,1,7,4,0,0,10,7,1,1,0,2,0,187,0,Payton Pritchard
6,3,4,2,2,0,5,5,2,0,0,2,0,187,1,Payton Pritchard
8,2,7,4,1,3,7,4,2,1,0,0,0,187,2,Payton Pritchard
7,3,1,7,0,0,13,14,2,0,1,3,1,187,0,Deandre Ayton
5,1,1,4,0,0,16,8,2,1,0,3,0,187,1,Deandre Ayton
14,1,1,8,0,0,16,13,3,0,1,0,1,187,2,Deandre Ayton
8,2,3,5,2,0,15,2,1,2,0,0,0,187,0,Devin Vassell
14,1,4,5,0,2,11,2,3,2,0,0,0,187,1,Devin Vassell
14,1,2,7,1,0,8,5,2,4,0,0,0,187,2,Devin Vassell
3,2,1,3,1,1,12,1,4,0,0,1,0,187,0,Dereck Lively II
1,1,1,0,1,0,8,8,1,0,0,1,0,187,1,Dereck Lively II
2,1,1,2,1,1,7,7,2,1,0,2,0,187,2,Dereck Lively II
12,2,1,5,2,1,13,10,1,0,1,2,1,187,0,Wendell Carter Jr.
5,4,2,2,3,0,8,11,3,1,1,1,0,187,1,Wendell Carter Jr.
8,3,3,4,3,1,13,8,0,0,0,2,0,187,2,Wendell Carter Jr.
8,1,1,5,0,1,3,0,3,0,0,0,0,187,0,Ajay Mitchell
6,1,1,2,1,1,6,2,1,0,0,2,0,187,1,Ajay Mitchell
7,1,2,5,1,0,2,2,4,0,0,0,0,187,2,Ajay Mitchell
6,2,3,1,1,1,17,4,1,1,0,0,0,187,0,Tim Hardaway Jr.
8,3,8,1,2,1,16,5,6,0,0,1,0,187,1,Tim Hardaway Jr.
15,1,5,5,0,3,11,3,0,1,0,2,0,187,2,Tim Hardaway Jr.
18,5,4,5,4,1,23,5,4,2,0,5,0,188,0,Stephen Curry
16,3,8,4,3,2,20,5,5,2,0,2,0,188,1,Stephen Curry
22,2,16,7,2,4,30,4,3,3,1,4,0,188,2,Stephen Curry
10,2,1,7,2,0,14,6,2,0,0,0,0,188,0,Ivica Zubac
9,2,1,7,2,0,14,9,2,0,1,2,0,188,1,Ivica Zubac
7,1,1,3,1,0,16,13,2,0,0,0,1,188,2,Ivica Zubac
13,2,4,5,2,3,22,7,3,0,2,0,0,188,0,Cooper Flagg
18,6,2,9,5,0,14,4,5,1,0,6,0,188,1,Cooper Flagg
12,4,3,8,3,1,11,7,3,1,3,0,0,188,2,Cooper Flagg
12,5,9,7,3,3,20,3,6,0,0,4,0,188,0,Austin Reaves
11,6,2,3,6,0,19,5,5,2,0,3,0,188,1,Austin Reaves
6,4,5,2,4,2,16,5,9,1,1,1,0,188,2,Austin Reaves
15,3,7,7,3,3,18,10,3,0,1,0,1,188,0,Kawhi Leonard
21,5,5,13,5,2,18,5,4,1,3,1,0,188,1,Kawhi Leonard
12,2,3,8,1,1,15,4,6,2,1,4,0,188,2,Kawhi Leonard
13,4,5,7,1,1,10,6,2,0,0,0,0,188,0,Payton Pritchard
4,1,3,2,1,2,7,2,4,1,0,2,0,188,1,Payton Pritchard
5,1,2,2,1,0,11,2,4,1,0,0,0,188,2,Payton Pritchard
7,1,1,5,0,0,12,9,4,1,3,3,0,188,0,Deandre Ayton
14,7,1,10,1,0,18,3,0,0,3,4,0,188,1,Deandre Ayton
8,3,1,4,0,0,22,8,3,1,2,1,0,188,2,Deandre Ayton
12,1,3,2,0,2,11,7,0,1,0,0,0,188,0,Devin Vassell
16,3,4,7,1,2,18,5,1,1,1,0,0,188,1,Devin Vassell
9,2,4,3,1,1,13,3,1,4,0,0,0,188,2,Devin Vassell
9,1,1,4,0,1,8,6,3,1,0,0,0,188,0,Dereck Lively II
4,1,1,3,1,1,7,7,0,0,1,0,0,188,1,Dereck Lively II
3,1,1,1,1,1,5,3,2,0,1,1,0,188,2,Dereck Lively II
6,6,4,2,3,1,13,6,1,1,1,2,0,188,0,Wendell Carter Jr.
7,5,1,4,3,0,15,6,1,0,0,1,0,188,1,Wendell Carter Jr.
5,4,1,4,2,0,8,6,3,0,1,2,0,188,2,Wendell Carter Jr.
5,1,1,1,1,1,2,5,0,0,0,1,0,188,0,Ajay Mitchell
4,1,1,0,0,0,7,1,2,0,0,0,0,188,1,Ajay Mitchell
5,2,2,3,1,0,8,4,3,1,0,0,0,188,2,Ajay Mitchell
14,2,8,5,0,2,14,6,2,0,0,1,0,188,0,Tim Hardaway Jr.
14,1,7,5,0,3,20,3,2,0,0,1,0,188,1,Tim Hardaway Jr.
19,1,12,10,1,9,14,5,0,0,0,0,0,188,2,Tim Hardaway Jr.
11,4,10,4,4,4,23,4,8,2,0,5,0,189,0,Stephen Curry
22,8,9,12,7,4,21,5,5,1,2,10,0,189,1,Stephen Curry
14,6,11,6,4,4,36,5,2,1,0,4,0,189,2,Stephen Curry
6,3,1,3,1,0,15,7,8,0,1,2,0,189,0,Ivica Zubac
11,4,1,6,3,0,12,8,3,1,1,1,0,189,1,Ivica Zubac
8,1,1,4,0,0,9,10,2,0,0,1,0,189,2,Ivica Zubac
14,3,3,10,2,0,19,4,3,2,0,0,0,189,0,Cooper Flagg
13,3,1,3,2,0,20,7,7,0,0,1,0,189,1,Cooper Flagg
17,4,6,7,4,2,24,6,1,0,1,1,0,189,2,Cooper Flagg
13,4,7,10,3,1,16,1,7,4,0,0,0,189,0,Austin Reaves
11,5,3,6,2,0,16,6,1,2,1,0,0,189,1,Austin Reaves
8,3,4,5,3,4,20,7,5,1,0,1,0,189,2,Austin Reaves
9,5,6,5,5,1,28,6,4,1,1,1,0,189,0,Kawhi Leonard
14,8,6,9,8,2,20,10,4,2,0,4,1,189,1,Kawhi Leonard
14,4,5,6,3,1,13,8,4,1,0,2,0,189,2,Kawhi Leonard
8,1,4,2,0,1,17,2,1,2,0,0,0,189,0,Payton Pritchard
9,5,4,1,3,1,12,2,3,1,0,0,0,189,1,Payton Pritchard
8,1,9,1,0,1,12,4,3,1,0,1,0,189,2,Payton Pritchard
6,3,1,3,0,0,16,13,3,2,1,3,1,189,0,Deandre Ayton
12,2,1,4,0,0,14,11,1,0,1,1,1,189,1,Deandre Ayton
9,2,1,7,0,0,14,8,1,2,0,3,0,189,2,Deandre Ayton
13,1,6,6,0,3,10,7,3,1,1,0,0,189,0,Devin Vassell
8,2,4,6,0,2,10,3,2,3,0,0,0,189,1,Devin Vassell
7,3,12,4,1,4,9,4,3,5,1,0,0,189,2,Devin Vassell
3,2,1,2,1,1,8,3,3,0,1,1,0,189,0,Dereck Lively II
7,8,1,5,5,1,7,8,2,1,1,2,0,189,1,Dereck Lively II
3,1,1,1,0,1,9,1,1,0,0,2,0,189,2,Dereck Lively II
11,4,1,7,4,0,19,8,4,0,1,2,0,189,0,Wendell Carter Jr.
6,6,2,2,3,0,11,5,1,1,3,2,0,189,1,Wendell Carter Jr.
14,6,1,9,4,1,12,9,1,3,2,2,0,189,2,Wendell Carter Jr.
8,2,3,3,0,1,10,0,2,0,0,0,0,189,0,Ajay Mitchell
7,1,3,4,1,3,9,1,1,0,0,1,0,189,1,Ajay Mitchell
8,3,1,3,2,1,11,0,0,0,0,1,0,189,2,Ajay Mitchell
18,2,4,10,2,4,13,5,2,0,0,0,0,189,0,Tim Hardaway Jr.
13,4,5,5,4,0,17,1,0,1,0,0,0,189,1,Tim Hardaway Jr.
14,1,8,7,0,3,16,2,4,0,0,1,0,189,2,Tim Hardaway Jr.
8,6,6,1,6,1,18,5,6,1,0,3,0,190,0,Stephen Curry
13,9,5,3,8,1,22,7,10,2,0,3,1,190,1,Stephen Curry
15,5,9,7,4,5,37,3,4,2,1,4,0,190,2,Stephen Curry
3,2,1,1,2,1,14,8,4,0,0,1,0,190,0,Ivica Zubac
11,1,1,7,0,0,11,4,2,1,0,2,0,190,1,Ivica Zubac
10,3,1,6,3,0,21,7,1,1,1,1,0,190,2,Ivica Zubac
15,1,5,9,1,2,11,7,4,1,2,0,0,190,0,Cooper Flagg
12,2,2,8,2,1,11,4,3,0,0,1,0,190,1,Cooper Flagg
17,2,3,6,2,1,16,2,4,0,0,3,0,190,2,Cooper Flagg
11,5,3,2,4,2,14,7,5,2,0,3,0,190,0,Austin Reaves
11,10,2,7,8,1,19,5,4,0,0,0,0,190,1,Austin Reaves
6,7,3,3,6,2,12,0,3,1,0,2,0,190,2,Austin Reaves
8,3,7,4,3,3,13,9,6,0,0,2,0,190,0,Kawhi Leonard
13,5,8,6,4,1,17,6,2,3,1,3,0,190,1,Kawhi Leonard
15,7,8,7,7,1,22,5,5,1,0,2,0,190,2,Kawhi Leonard
8,3,4,1,0,1,7,3,3,1,0,2,0,190,0,Payton Pritchard
12,1,9,4,1,2,13,4,2,1,0,0,0,190,1,Payton Pritchard
5,1,11,1,0,1,9,4,0,2,0,1,0,190,2,Payton Pritchard
11,3,1,7,2,0,18,15,1,2,5,2,1,190,0,Deandre Ayton
12,3,1,8,0,0,11,8,2,3,0,6,0,190,1,Deandre Ayton
14,2,1,13,1,0,9,12,0,0,4,0,0,190,2,Deandre Ayton
14,2,7,8,1,1,14,3,2,1,0,0,0,190,0,Devin Vassell
9,3,5,3,0,2,11,4,1,1,0,1,0,190,1,Devin Vassell
16,4,6,6,1,2,15,6,3,0,0,0,0,190,2,Devin Vassell
5,1,1,4,1,1,11,5,0,0,1,1,0,190,0,Dereck Lively II
6,2,1,3,1,1,6,2,2,0,0,2,0,190,1,Dereck Lively II
1,1,1,1,1,1,9,1,2,1,0,1,0,190,2,Dereck Lively II
8,4,4,4,3,1,9,12,2,1,0,0,0,190,0,Wendell Carter Jr.
5,2,3,3,0,0,7,7,0,1,0,2,0,190,1,Wendell Carter Jr.
4,1,2,3,1,0,16,5,1,1,1,1,0,190,2,Wendell Carter Jr.
8,1,2,6,1,0,8,3,0,0,0,2,0,190,0,Ajay Mitchell
6,1,1,3,1,0,11,3,4,1,0,1,0,190,1,Ajay Mitchell
3,2,1,2,2,0,4,3,1,1,0,0,0,190,2,Ajay Mitchell
12,4,12,2,1,2,18,7,1,0,1,1,0,190,0,Tim Hardaway Jr.
12,2,7,5,1,2,13,2,2,0,0,0,0,190,1,Tim Hardaway Jr.
9,1,3,2,1,1,11,5,4,0,0,0,0,190,2,Tim Hardaway Jr.
21,5,6,10,5,2,23,2,3,0,0,3,0,191,0,Stephen Curry
11,3,5,4,3,1,19,8,4,0,1,3,0,191,1,Stephen Curry
21,2,8,12,2,3,27,2,5,0,0,2,0,191,2,Stephen Curry
8,1,1,5,0,0,11,7,1,0,1,0,0,191,0,Ivica Zubac
7,1,1,6,1,0,17,10,5,0,0,3,1,191,1,Ivica Zubac
11,6,1,7,5,0,9,7,0,0,1,4,0,191,2,Ivica Zubac
9,3,5,4,3,2,16,5,3,3,2,1,0,191,0,Cooper Flagg
10,4,2,5,3,0,22,5,2,1,1,1,0,191,1,Cooper Flagg
14,6,3,9,6,0,20,2,4,2,0,2,0,191,2,Cooper Flagg
9,8,4,4,6,1,18,11,4,0,0,2,1,191,0,Austin Reaves
9,4,3,4,3,1,17,2,2,0,0,1,0,191,1,Austin Reaves
11,7,4,5,6,2,14,4,3,4,0,5,0,191,2,Austin Reaves
9,3,6,2,2,1,15,5,2,2,0,2,0,191,0,Kawhi Leonard
22,4,4,9,4,0,19,4,1,3,0,1,0,191,1,Kawhi Leonard
16,9,3,4,7,1,22,4,6,3,3,3,0,191,2,Kawhi Leonard
12,1,3,6,1,0,13,3,1,0,0,3,0,191,0,Payton Pritchard
11,4,1,3,2,0,10,1,2,2,0,3,0,191,1,Payton Pritchard
7,3,6,2,2,1,9,6,1,0,0,0,0,191,2,Payton Pritchard
10,2,1,8,2,0,9,7,1,0,1,2,0,191,0,Deandre Ayton
8,2,1,7,0,0,15,11,2,1,0,2,1,191,1,Deandre Ayton
12,2,1,8,2,0,15,7,2,1,0,1,0,191,2,Deandre Ayton
7,3,3,3,2,2,14,1,4,0,0,2,0,191,0,Devin Vassell
11,1,3,5,0,1,17,1,6,1,0,2,0,191,1,Devin Vassell
13,4,4,5,0,1,17,6,3,0,0,1,0,191,2,Devin Vassell
6,1,1,4,1,1,12,9,0,0,1,0,0,191,0,Dereck Lively II
5,1,1,5,0,1,5,7,2,1,0,0,0,191,1,Dereck Lively II
4,1,1,2,0,1,12,7,0,0,2,2,0,191,2,Dereck Lively II
6,3,1,0,3,0,12,6,0,1,0,0,0,191,0,Wendell Carter Jr.
12,1,3,5,0,2,14,5,2,2,0,1,0,191,1,Wendell Carter Jr.
4,6,1,2,5,0,15,12,1,0,1,1,1,191,2,Wendell Carter Jr.
6,1,1,3,1,0,8,3,1,1,0,3,0,191,0,Ajay Mitchell
3,1,1,1,0,1,1,3,4,0,0,0,0,191,1,Ajay Mitchell
6,1,4,3,0,3,5,2,0,0,0,1,0,191,2,Ajay Mitchell
16,3,10,5,3,4,16,5,2,0,0,1,0,191,0,Tim Hardaway Jr.
8,2,4,3,1,1,11,7,0,3,0,4,0,191,1,Tim Hardaway Jr.
10,4,9,2,2,2,7,4,2,0,1,1,0,191,2,Tim Hardaway Jr.
17,8,9,6,7,3,30,8,5,3,1,1,0,192,0,Stephen Curry
16,7,12,6,7,4,18,2,6,1,1,3,0,192,1,Stephen Curry
15,7,14,2,6,2,25,6,2,1,1,3,0,192,2,Stephen Curry
9,1,1,6,1,0,7,5,2,0,0,1,0,192,0,Ivica Zubac
3,3,1,1,2,0,11,12,2,1,3,1,1,192,1,Ivica Zubac
6,1,1,4,0,0,25,12,1,0,2,3,1,192,2,Ivica Zubac
9,2,1,7,1,0,9,5,4,1,1,0,0,192,0,Cooper Flagg
12,4,4,8,3,0,20,9,2,2,0,3,0,192,1,Cooper Flagg
18,1,5,7,1,0,15,3,9,0,1,2,0,192,2,Cooper Flagg
12,2,4,6,0,1,23,5,3,1,0,0,0,192,0,Austin Reaves
12,6,4,7,4,1,24,3,9,1,1,2,0,192,1,Austin Reaves
21,6,3,11,4,1,27,3,8,1,0,1,0,192,2,Austin Reaves
16,10,1,7,9,1,23,4,4,2,0,0,0,192,0,Kawhi Leonard
15,4,5,9,3,2,24,5,4,1,0,3,0,192,1,Kawhi Leonard
14,2,6,6,1,3,16,7,0,0,1,1,0,192,2,Kawhi Leonard
10,2,3,4,0,2,6,3,2,2,0,0,0,192,0,Payton Pritchard
10,3,8,5,0,2,15,2,4,1,0,1,0,192,1,Payton Pritchard
6,2,5,5,0,2,8,2,1,1,0,2,0,192,2,Payton Pritchard
10,2,1,6,0,0,18,11,0,0,0,0,1,192,0,Deandre Ayton
8,2,1,5,0,0,17,6,0,0,0,4,0,192,1,Deandre Ayton
16,2,1,11,1,0,17,7,1,1,2,3,0,192,2,Deandre Ayton
11,1,3,6,0,1,6,0,4,0,0,1,0,192,0,Devin Vassell
16,3,6,6,1,1,16,2,3,1,0,1,0,192,1,Devin Vassell
11,1,5,5,0,2,21,7,6,1,0,0,0,192,2,Devin Vassell
2,1,1,2,0,1,9,3,0,0,1,1,0,192,0,Dereck Lively II
5,5,1,5,2,1,6,4,1,0,0,1,0,192,1,Dereck Lively II
4,1,1,3,1,1,9,8,1,1,1,2,0,192,2,Dereck Lively II
5,1,1,1,1,0,15,11,0,0,2,3,1,192,0,Wendell Carter Jr.
6,2,1,3,2,0,8,5,2,0,0,3,0,192,1,Wendell Carter Jr.
5,1,1,3,0,0,10,7,3,0,0,3,0,192,2,Wendell Carter Jr.
8,1,1,5,0,0,3,1,1,0,0,0,0,192,0,Ajay Mitchell
4,1,1,1,0,0,6,0,1,0,0,0,0,192,1,Ajay Mitchell
4,1,1,2,0,0,6,1,1,0,1,0,0,192,2,Ajay Mitchell
18,5,14,9,4,5,25,5,1,0,0,0,0,192,0,Tim Hardaway Jr.
15,1,3,3,1,0,16,3,1,1,0,0,0,192,1,Tim Hardaway Jr.
21,3,7,10,1,2,18,5,1,1,0,0,0,192,2,Tim Hardaway Jr.
21,6,8,8,5,3,35,5,2,1,0,3,0,193,0,Stephen Curry
19,1,8,9,1,6,25,4,3,1,0,1,0,193,1,Stephen Curry
11,7,12,6,7,4,25,3,4,2,0,7,0,193,2,Stephen Curry
7,2,1,5,1,0,15,14,1,0,0,1,1,193,0,Ivica Zubac
10,1,1,6,1,0,15,3,2,0,1,1,0,193,1,Ivica Zubac
8,3,1,7,2,0,12,4,1,0,1,0,0,193,2,Ivica Zubac
13,3,7,7,3,2,10,8,3,0,0,1,0,193,0,Cooper Flagg
18,6,5,3,5,3,16,3,4,1,1,1,0,193,1,Cooper Flagg
14,4,2,9,3,1,19,5,3,1,1,4,0,193,2,Cooper Flagg
6,7,6,3,4,3,18,6,7,1,0,2,0,193,0,Austin Reaves
12,4,7,6,4,1,26,1,3,1,0,2,0,193,1,Austin Reaves
16,9,2,9,6,0,20,0,7,1,0,2,0,193,2,Austin Reaves
14,4,7,6,4,2,24,7,2,1,1,3,0,193,0,Kawhi Leonard
16,4,7,6,4,2,23,6,3,2,0,1,0,193,1,Kawhi Leonard
10,3,4,4,3,3,12,2,4,1,0,3,0,193,2,Kawhi Leonard
5,2,8,1,0,1,18,3,3,0,0,0,0,193,0,Payton Pritchard
10,1,6,3,0,0,8,1,3,0,0,1,0,193,1,Payton Pritchard
5,1,4,3,0,1,14,6,2,0,0,2,0,193,2,Payton Pritchard
17,4,1,10,0,0,13,7,1,2,2,3,0,193,0,Deandre Ayton
12,3,1,7,1,0,13,8,0,2,1,5,0,193,1,Deandre Ayton
11,2,1,7,1,0,14,12,2,1,0,2,1,193,2,Deandre Ayton
11,2,6,4,1,2,12,2,2,0,1,0,0,193,0,Devin Vassell
15,1,5,5,1,1,19,2,3,0,0,0,0,193,1,Devin Vassell
16,1,7,10,0,2,6,3,1,0,0,0,0,193,2,Devin Vassell
4,2,1,3,1,1,6,8,0,0,1,0,0,193,0,Dereck Lively II
1,1,1,1,1,1,5,7,1,0,3,1,0,193,1,Dereck Lively II
4,1,1,2,1,1,10,3,4,0,3,1,0,193,2,Dereck Lively II
5,2,2,4,1,0,8,9,1,0,1,2,0,193,0,Wendell Carter Jr.
8,4,3,3,4,1,9,13,1,1,0,2,0,193,1,Wendell Carter Jr.
8,2,3,4,0,2,6,9,0,0,1,2,0,193,2,Wendell Carter Jr.
1,2,1,0,1,0,2,0,2,1,0,0,0,193,0,Ajay Mitchell
6,2,1,3,2,0,7,3,4,1,0,0,0,193,1,Ajay Mitchell
5,1,2,2,1,1,11,2,2,0,0,0,0,193,2,Ajay Mitchell
7,4,9,2,1,2,13,4,1,0,0,0,0,193,0,Tim Hardaway Jr.
22,2,11,10,1,4,14,5,2,1,0,1,0,193,1,Tim Hardaway Jr.
13,3,3,5,3,1,17,1,3,1,0,0,0,193,2,Tim Hardaway Jr.
17,1,11,10,1,5,24,3,5,1,1,3,0,194,0,Stephen Curry
17,4,10,4,4,4,28,5,6,3,1,3,0,194,1,Stephen Curry
12,6,3,5,5,0,25,4,4,0,0,3,0,194,2,Stephen Curry
12,1,1,6,1,0,9,7,5,2,1,0,0,194,0,Ivica Zubac
11,1,1,7,1,0,13,7,0,1,0,1,0,194,1,Ivica Zubac
8,1,1,6,1,0,16,16,0,1,2,0,1,194,2,Ivica Zubac
6,5,2,5,4,0,21,3,4,3,1,1,0,194,0,Cooper Flagg
8,8,1,3,8,0,10,4,5,0,1,1,0,194,1,Cooper Flagg
11,3,3,5,2,2,19,4,4,3,0,4,0,194,2,Cooper Flagg
7,5,2,2,5,0,20,4,5,5,0,3,0,194,0,Austin Reaves
12,6,1,7,4,1,12,3,6,2,0,3,0,194,1,Austin Reaves
9,9,5,5,7,2,18,5,4,0,1,4,0,194,2,Austin Reaves
18,11,2,10,7,1,27,7,4,2,0,3,0,194,0,Kawhi Leonard
12,3,3,6,2,2,21,8,7,1,1,5,0,194,1,Kawhi Leonard
12,3,6,8,2,2,24,2,1,2,1,7,0,194,2,Kawhi Leonard
7,1,6,3,1,0,8,7,3,0,1,0,0,194,0,Payton Pritchard
12,2,6,5,1,1,8,2,1,3,0,1,0,194,1,Payton Pritchard
11,3,2,3,1,0,11,5,2,2,0,0,0,194,2,Payton Pritchard
16,1,1,9,0,0,14,12,0,1,2,2,1,194,0,Deandre Ayton
13,2,1,9,0,0,17,12,1,1,1,5,1,194,1,Deandre Ayton
14,5,1,10,0,0,13,10,0,0,1,3,1,194,2,Deandre Ayton
13,1,6,6,0,1,8,8,1,0,1,0,0,194,0,Devin Vassell
14,4,3,6,2,2,13,12,6,1,0,1,1,194,1,Devin Vassell
11,1,6,4,0,3,8,2,2,1,0,1,0,194,2,Devin Vassell
4,2,1,3,1,1,6,2,1,0,1,0,0,194,0,Dereck Lively II
4,3,1,3,1,1,8,6,0,0,0,1,0,194,1,Dereck Lively II
4,3,1,3,2,1,4,7,2,0,0,1,0,194,2,Dereck Lively II
6,7,4,1,5,1,11,8,2,0,1,2,0,194,0,Wendell Carter Jr.
6,7,1,2,6,0,15,7,2,0,0,0,0,194,1,Wendell Carter Jr.
13,1,1,7,1,1,15,7,1,1,1,2,0,194,2,Wendell Carter Jr.
6,1,2,3,0,0,8,4,2,1,0,1,0,194,0,Ajay Mitchell
7,1,1,2,0,1,9,0,1,1,0,0,0,194,1,Ajay Mitchell
5,1,1,2,1,0,8,2,5,1,0,0,0,194,2,Ajay Mitchell
11,4,8,2,1,1,10,1,3,0,0,0,0,194,0,Tim Hardaway Jr.
17,1,3,7,1,0,18,5,2,0,0,0,0,194,1,Tim Hardaway Jr.
14,4,8,7,1,3,16,1,3,0,0,0,0,194,2,Tim Hardaway Jr.
21,6,11,9,5,3,26,3,6,1,0,1,0,195,0,Stephen Curry
29,6,14,16,6,4,24,1,4,2,0,2,0,195,1,Stephen Curry
12,3,12,3,3,3,29,2,6,3,0,4,0,195,2,Stephen Curry
12,2,1,7,2,0,13,6,1,0,0,1,0,195,0,Ivica Zubac
11,2,1,7,1,0,9,1,2,0,2,0,0,195,1,Ivica Zubac
5,2,1,2,2,0,12,8,1,1,1,0,0,195,2,Ivica Zubac
7,4,1,5,3,0,19,3,3,0,0,1,0,195,0,Cooper Flagg
11,5,2,5,4,0,22,4,2,2,1,0,0,195,1,Cooper Flagg
14,5,4,3,5,2,15,7,4,2,0,1,0,195,2,Cooper Flagg
5,2,7,2,2,2,16,4,2,3,0,1,0,195,0,Austin Reaves
14,6,3,6,5,1,19,3,5,1,1,3,0,195,1,Austin Reaves
9,2,4,6,1,3,20,4,4,0,0,3,0,195,2,Austin Reaves
13,6,5,8,6,3,16,8,3,1,0,2,0,195,0,Kawhi Leonard
15,5,3,4,4,1,21,8,1,0,0,3,0,195,1,Kawhi Leonard
19,5,3,7,5,0,12,5,3,4,1,0,0,195,2,Kawhi Leonard
9,2,8,3,0,0,18,5,3,1,0,0,0,195,0,Payton Pritchard
4,2,9,2,1,2,10,5,5,3,0,3,0,195,1,Payton Pritchard
10,2,4,5,1,0,12,2,1,1,0,0,0,195,2,Payton Pritchard
6,2,1,4,0,0,18,7,1,0,1,1,0,195,0,Deandre Ayton
11,1,1,9,0,0,17,7,1,0,2,4,0,195,1,Deandre Ayton
12,2,1,7,1,0,22,2,3,0,1,2,0,195,2,Deandre Ayton
9,1,7,2,0,1,7,7,5,2,1,0,0,195,0,Devin Vassell
16,1,6,7,0,0,12,4,5,0,0,0,0,195,1,Devin Vassell
18,1,3,6,0,1,14,4,5,2,0,1,0,195,2,Devin Vassell
4,1,1,3,0,1,7,3,4,1,1,1,0,195,0,Dereck Lively II
3,1,1,3,1,1,9,3,1,0,0,2,0,195,1,Dereck Lively II
1,1,1,0,0,0,8,2,1,0,1,0,0,195,2,Dereck Lively II
8,2,1,4,2,0,11,7,3,1,0,0,0,195,0,Wendell Carter Jr.
8,5,1,4,2,0,12,12,0,1,3,3,1,195,1,Wendell Carter Jr.
9,5,2,6,2,1,17,6,1,0,0,1,0,195,2,Wendell Carter Jr.
3,1,1,1,0,0,11,4,3,1,0,0,0,195,0,Ajay Mitchell
7,1,1,4,0,0,10,3,4,0,0,0,0,195,1,Ajay Mitchell
2,1,1,0,0,0,10,1,4,0,0,1,0,195,2,Ajay Mitchell
9,2,9,4,1,4,17,5,2,0,0,0,0,195,0,Tim Hardaway Jr.
9,3,8,3,1,3,14,2,1,1,0,1,0,195,1,Tim Hardaway Jr.
7,1,5,4,0,2,15,5,3,1,0,2,0,195,2,Tim Hardaway Jr.
17,6,8,8,6,3,31,2,12,2,1,2,1,196,0,Stephen Curry
12,4,14,6,3,6,34,4,6,5,2,2,0,196,1,Stephen Curry
17,9,12,6,8,3,28,4,7,2,1,3,0,196,2,Stephen Curry
7,7,1,4,4,0,13,8,3,0,0,2,0,196,0,Ivica Zubac
10,5,1,4,4,0,3,7,4,0,1,1,0,196,1,Ivica Zubac
