,NAME,Position,eb_FG_estimate,FG_alpha,FG_beta,eb_FT_estimate,FT_alpha,FT_beta,eb_3P_estimate,3P_alpha,3P_beta
141,Seth Curry,G,0.4526890220117229,90.70105521815613,109.17156793395436,0.8126443251758837,23.04026141963799,5.533406822421533,0.33128621952982373,2.7828371664734424,5.4061607067098825
142,Shaedon Sharpe,G,0.44858599968740365,90.70105521815613,109.17156793395436,0.8067392441994391,23.04026141963799,5.533406822421533,0.3016854296534697,2.7828371664734424,5.4061607067098825
143,Shai Gilgeous-Alexander,G,0.45446727719979074,90.70105521815613,109.17156793395436,0.8173434057818159,23.04026141963799,5.533406822421533,0.2924209228028642,2.7828371664734424,5.4061607067098825
144,Stephen Curry,G,0.4547270275899786,90.70105521815613,109.17156793395436,0.8166216041796185,23.04026141963799,5.533406822421533,0.40003077893993444,2.7828371664734424,5.4061607067098825
145,Taurean Prince,F,0.48617046941605846,34.99085867903995,36.55678897036846,0.7675763223492023,30.430329859332772,9.328210755304935,0.38202786028677005,1.5308388142484306,3.2945762473932465
146,Terance Mann,G-F,0.4742733059724999,90.53494371754883,103.77130135540531,0.7985566015047564,30.612642239951633,7.867438537600101,0.34404359471442514,34.97276827138279,67.18160059400834
147,Terry Rozier,G,0.453528145651143,90.70105521815613,109.17156793395436,0.8124091013640022,23.04026141963799,5.533406822421533,0.41860549057355373,2.7828371664734424,5.4061607067098825
148,Tobias Harris,F,0.4870236253489931,34.99085867903995,36.55678897036846,0.7722950713797699,30.430329859332772,9.328210755304935,0.37722271713622896,1.5308388142484306,3.2945762473932465
149,Trae Young,G,0.4516782536596498,90.70105521815613,109.17156793395436,0.8084816735139023,23.04026141963799,5.533406822421533,0.33434471008699457,2.7828371664734424,5.4061607067098825
150,Trayce Jackson-Davis,F,0.5060795923551883,34.99085867903995,36.55678897036846,0.7543519518407086,30.430329859332772,9.328210755304935,0.0,1.5308388142484306,3.2945762473932465
151,Tre Mann,G,0.454360392478956,90.70105521815613,109.17156793395436,0.7980369920565326,23.04026141963799,5.533406822421533,0.3232733479025851,2.7828371664734424,5.4061607067098825
152,Trey Murphy III,F,0.48829142949133725,34.99085867903995,36.55678897036846,0.7791956404754252,30.430329859332772,9.328210755304935,0.3911499842615102,1.5308388142484306,3.2945762473932465
